"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@realDonaldTrump 

Jerusalem is our land and it will always be our land.
This is a direct invasion to what is ours… https://t.co/wSo6UJylZe",FALSE,0,"realDonaldTrump",2017-12-06 20:33:30,TRUE,NA,"938506708418269184","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MoudiAbduljader",0,FALSE,FALSE,NA,NA
"2","#JerusalemEmbassy
What did Obama say about #Jerusalem?
https://t.co/bl1PRtztYH",FALSE,0,NA,2017-12-06 20:33:29,FALSE,NA,"938506704286896129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cindy77778",0,FALSE,FALSE,NA,NA
"3","They forgot that the 'Apologist-In-Chief' is no longer in office. 
#ButtOutEU #DingDongObamaIsGone #… https://t.co/6KVDr7txlw",FALSE,0,NA,2017-12-06 20:33:29,TRUE,NA,"938506702898454528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GOPVoice",0,FALSE,FALSE,NA,NA
"4","RT @happydwarff: #Jerusalem #JerusalemEmbassy <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B1>

Another promised kept by POTUS @realDonaldTrump",FALSE,0,NA,2017-12-06 20:33:28,FALSE,NA,"938506701585731585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RynoHerd",2,TRUE,FALSE,NA,NA
"5","#BREAKING: #Germany's Angela Merkel rejects #US decision on #JerusalemEmbassy https://t.co/n8EAurLUTW",FALSE,2,NA,2017-12-06 20:33:21,FALSE,NA,"938506671235756033",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AlArabiya_Eng",2,FALSE,FALSE,NA,NA
"6","RT @jimsciutto: Trump will “lead us into wars that will never end”, says Palestinian leader Abbas of #JerusalemEmbassy decision.",FALSE,0,NA,2017-12-06 20:33:21,FALSE,NA,"938506670124122112",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","alxdark",353,TRUE,FALSE,NA,NA
"7","Are the British people waking up yet? #JerusalemEmbassy https://t.co/3lpOqilwCu",FALSE,0,NA,2017-12-06 20:33:21,FALSE,NA,"938506669549608962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RonMcMexico",0,FALSE,FALSE,NA,NA
"8","RT @Esteban15120999: This tweet aged well. Thank God @realDonaldTrump won &amp; is doing the things he promised. #JerusalemEmbassy
#Israel #Chr…",FALSE,0,NA,2017-12-06 20:33:18,FALSE,NA,"938506658891759616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonJellison",2,TRUE,FALSE,NA,NA
"9","Count the ways: How GOP tax plans would reward rich families: https://t.co/E8eSvd2TlG (from @AP) #WednesdayWisdom… https://t.co/uTiT3955u3",FALSE,0,NA,2017-12-06 20:33:17,TRUE,NA,"938506652730437632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","justhuman0099",0,FALSE,FALSE,NA,NA
"10","RT @Uncle_Jimbo: We can debate the #JerusalemEmbassy move
But
70 years of coddling the Palestinians as they ignore every chance to make pea…",FALSE,0,NA,2017-12-06 20:33:16,FALSE,NA,"938506647978291200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tish47Patricia",235,TRUE,FALSE,NA,NA
"11","RT @yankifarber: My special dance now on the occasion of the announcement of the President @realDonaldTrump #JerusalemEmbassy #halleluya ht…",FALSE,0,NA,2017-12-06 20:33:15,FALSE,NA,"938506644333379589",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1ShadyPete",250,TRUE,FALSE,NA,NA
